workflow_id,run_id,status,discussion_seconds,forced_reject_done,current_phase,started_at,completed_at,report_markdown_path,report_json_path,notes,project_id,cycle_no
intl-news-hotspots,2ab41b733748,completed,20,f,agent.optimization,2026-04-07 18:33:58.81085+00,2026-04-07 18:50:32.871789+00,/opt/newsflow-mvp/output/2ab41b733748/final_report.md,/opt/newsflow-mvp/output/2ab41b733748/final_report.json,"{""cycle_no"": 1, ""trace_id"": ""16d6f1cff9cc6f2cc635de2ae54eeecf"", ""project_id"": ""newsloop-agenticv2-0801"", ""publish_gate"": {""reason"": ""all blockers closed and recheck passed"", ""recheck_done"": 1, ""blocker_count"": 0, ""proofread_round"": 1, ""artifact_manifest"": {""publish_status"": ""completed"", ""rendered_md_path"": ""/opt/newsflow-mvp/output/2ab41b733748/final_report.md"", ""final_artifact_id"": ""artifact-2ab41b733748"", ""rendered_html_path"": ""/opt/newsflow-mvp/output/2ab41b733748/final_report.html"", ""rendered_json_path"": ""/opt/newsflow-mvp/output/2ab41b733748/final_report.json""}, ""closed_blocker_count"": 4}, ""trace_context"": {""traceparent"": ""00-16d6f1cff9cc6f2cc635de2ae54eeecf-f6a8fb48b4968f75-01""}, ""draft_report_md"": ""/opt/newsflow-mvp/output/2ab41b733748/draft_report.md"", ""draft_report_html"": ""/opt/newsflow-mvp/output/2ab41b733748/draft_report.html"", ""draft_report_json"": ""/opt/newsflow-mvp/output/2ab41b733748/draft_report.json"", ""final_report_html"": ""/opt/newsflow-mvp/output/2ab41b733748/final_report.html"", ""revised_report_md"": ""/opt/newsflow-mvp/output/2ab41b733748/revised_final_report.md"", ""cycle_task_plan_md"": ""/opt/newsflow-mvp/output/2ab41b733748/cycle_task_plan.md"", ""revised_report_html"": ""/opt/newsflow-mvp/output/2ab41b733748/revised_final_report.html"", ""revised_report_json"": ""/opt/newsflow-mvp/output/2ab41b733748/revised_final_report.json"", ""cycle_task_plan_html"": ""/opt/newsflow-mvp/output/2ab41b733748/cycle_task_plan.html"", ""cycle_task_plan_json"": ""/opt/newsflow-mvp/output/2ab41b733748/cycle_task_plan.json"", ""proofread_required_actions"": [""改写主推首句"", ""进入 recheck""], ""proofread_rule_decision_html"": ""/opt/newsflow-mvp/output/2ab41b733748/proofread_rule_decision.html"", ""proofread_decision_explanation_html"": ""/opt/newsflow-mvp/output/2ab41b733748/proofread_decision_explanation.html"", ""proofread_decision_explanation_mode"": ""llm"", ""proofread_blocker_count_after_decision"": 4}",newsloop-agenticv2-0801,1
intl-news-hotspots,a5768aefa005,completed,20,f,agent.optimization,2026-04-07 18:50:43.884737+00,2026-04-07 19:00:29.378107+00,/opt/newsflow-mvp/output/a5768aefa005/final_report.md,/opt/newsflow-mvp/output/a5768aefa005/final_report.json,"{""cycle_no"": 2, ""trace_id"": ""f179aa1cd0c24b93033aadc05a8c966d"", ""project_id"": ""newsloop-agenticv2-0801"", ""publish_gate"": {""reason"": ""all blockers closed and recheck passed"", ""recheck_done"": 1, ""blocker_count"": 0, ""proofread_round"": 0, ""artifact_manifest"": {""publish_status"": ""completed"", ""rendered_md_path"": ""/opt/newsflow-mvp/output/a5768aefa005/final_report.md"", ""final_artifact_id"": ""artifact-a5768aefa005"", ""rendered_html_path"": ""/opt/newsflow-mvp/output/a5768aefa005/final_report.html"", ""rendered_json_path"": ""/opt/newsflow-mvp/output/a5768aefa005/final_report.json""}, ""closed_blocker_count"": 0}, ""trace_context"": {""traceparent"": ""00-f179aa1cd0c24b93033aadc05a8c966d-3179e46f0729f090-01""}, ""draft_report_md"": ""/opt/newsflow-mvp/output/a5768aefa005/draft_report.md"", ""draft_report_html"": ""/opt/newsflow-mvp/output/a5768aefa005/draft_report.html"", ""draft_report_json"": ""/opt/newsflow-mvp/output/a5768aefa005/draft_report.json"", ""final_report_html"": ""/opt/newsflow-mvp/output/a5768aefa005/final_report.html"", ""cycle_task_plan_md"": ""/opt/newsflow-mvp/output/a5768aefa005/cycle_task_plan.md"", ""cycle_task_plan_html"": ""/opt/newsflow-mvp/output/a5768aefa005/cycle_task_plan.html"", ""cycle_task_plan_json"": ""/opt/newsflow-mvp/output/a5768aefa005/cycle_task_plan.json"", ""proofread_required_actions"": [], ""proofread_rule_decision_html"": ""/opt/newsflow-mvp/output/a5768aefa005/proofread_rule_decision.html"", ""proofread_decision_explanation_html"": ""/opt/newsflow-mvp/output/a5768aefa005/proofread_decision_explanation.html"", ""proofread_decision_explanation_mode"": ""fallback"", ""proofread_blocker_count_after_decision"": 0}",newsloop-agenticv2-0801,2
